fr24_id,Timestamp,Flight,Aircraft,Origin,Destination,Altitude,Ground_Speed,Vertical_Speed,Lat,Lon,Source,operating_as,Track,ETA,distance_to_airport
3931418c,2025-02-20 05:00:00+00:00,FR7603,B38M,ARN,BUD,0,0,0,59.64695,17.92474,ADSB,RYR,306,,1.1203749457113235
3931418c,2025-02-20 05:30:00+00:00,FR7603,B38M,ARN,BUD,39000,485,0,56.98421,17.33574,ADSB,RYR,184,2025-02-20 06:56:00+00:00,298.9021817955155
3931418c,2025-02-20 06:00:00+00:00,FR7603,B38M,ARN,BUD,39000,518,64,52.9742,18.53409,MLAT,RYR,168,2025-02-20 06:56:00+00:00,743.6051030684239
3931418c,2025-02-20 06:30:00+00:00,FR7603,B38M,ARN,BUD,26925,456,-1984,48.89486,19.53088,MLAT,RYR,194,2025-02-20 06:58:57+00:00,1200.6739508985684
393142c1,2025-02-20 05:00:00+00:00,SK1,A20N,LLA,ARN,0,5,0,65.54683,22.12417,ADSB,SAS,143,,689.0296065575349
393142c1,2025-02-20 05:30:00+00:00,SK1,A20N,LLA,ARN,33975,425,0,63.56937,20.6412,ADSB,SAS,198,2025-02-20 06:17:36+00:00,458.1421520821795
393142c1,2025-02-20 06:00:00+00:00,SK1,A20N,LLA,ARN,14625,344,-1984,60.30386,18.50922,ADSB,SAS,191,2025-02-20 06:15:07+00:00,78.94526722234346
393142dd,2025-02-20 05:00:00+00:00,SK27,A20N,UME,ARN,0,6,0,63.79259,20.28676,ADSB,SZS,272,,476.47518391391884
393142dd,2025-02-20 05:30:00+00:00,SK27,A20N,UME,ARN,26375,466,-2560,60.90569,18.8338,ADSB,SZS,192,2025-02-20 05:59:17+00:00,147.69340042093287
393142dd,2025-02-20 06:00:00+00:00,SK27,A20N,UME,ARN,0,0,0,59.65481,17.93516,ADSB,SZS,75,,0.2969865588022704
393142dd,2025-02-20 06:30:00+00:00,SK27,A20N,UME,ARN,0,0,0,59.65478,17.93511,ADSB,SZS,75,,0.2979111387710734
39314404,2025-02-20 05:00:00+00:00,SK481,A20N,ARN,OSL,0,0,0,59.65432,17.93243,ADSB,SZS,351,,0.42378570994999065
